# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
264 -0.145415 0.0055021 -0.980514 0.131974 -0.324485 0.864459 3.95561 264 00000000.png

265 -0.150019 0.00570182 -0.979972 0.130827 -0.33283 0.85458 3.95295 265 00000000.png

266 -0.15462 0.00590141 -0.979409 0.129677 -0.341118 0.844751 3.95046 266 00000000.png

267 -0.159218 0.00610086 -0.978823 0.128524 -0.349354 0.834969 3.94814 267 00000000.png

268 -0.163811 0.00630018 -0.978214 0.127369 -0.357542 0.825236 3.946 268 00000000.png

269 -0.168401 0.00649935 -0.977584 0.12621 -0.365686 0.815549 3.94403 269 00000000.png

270 -0.172988 0.00669837 -0.97693 0.125049 -0.373789 0.805909 3.94222 270 00000000.png

271 -0.17757 0.00689724 -0.976255 0.123884 -0.381858 0.796313 3.9406 271 00000000.png

272 -0.182148 0.00709595 -0.975557 0.122717 -0.389896 0.786762 3.93914 272 00000000.png

273 -0.186722 0.0072945 -0.974837 0.121547 -0.397906 0.777254 3.93786 273 00000000.png

274 -0.191292 0.00749289 -0.974095 0.120375 -0.405893 0.767789 3.93676 274 00000000.png

275 -0.195857 0.0076911 -0.973331 0.119199 -0.413862 0.758365 3.93583 275 00000000.png

276 -0.200418 0.00788913 -0.972544 0.118021 -0.421816 0.748982 3.93507 276 00000000.png

277 -0.204974 0.00808699 -0.971735 0.11684 -0.42976 0.739639 3.9345 277 00000000.png

278 -0.209526 0.00828466 -0.970904 0.115657 -0.437698 0.730335 3.93409 278 00000000.png

279 -0.214073 0.00848215 -0.97005 0.11447 -0.445635 0.721069 3.93386 279 00000000.png

280 -0.218615 0.00867943 -0.969175 0.113282 -0.453574 0.711839 3.93381 280 00000000.png

281 -0.223152 0.00887652 -0.968277 0.11209 -0.46152 0.702646 3.93394 281 00000000.png

282 -0.227684 0.00907341 -0.967357 0.110896 -0.469476 0.693487 3.93423 282 00000000.png

283 -0.23221 0.00927009 -0.966415 0.1097 -0.477448 0.684362 3.93471 283 00000000.png

284 -0.236732 0.00946656 -0.965451 0.108501 -0.485438 0.675271 3.93536 284 00000000.png

285 -0.241248 0.00966281 -0.964465 0.107299 -0.493453 0.66621 3.93618 285 00000000.png

286 -0.250263 0.0100547 -0.962427 0.104889 -0.509568 0.648182 3.93835 286 00000000.png

287 -0.252598 0.0104476 -0.961659 0.106286 -0.499861 0.659811 3.93627 287 00000000.png

288 -0.254931 0.0108405 -0.960883 0.107681 -0.490163 0.671462 3.93435 288 00000000.png

289 -0.257263 0.0112333 -0.9601 0.109076 -0.480475 0.683138 3.93257 289 00000000.png

290 -0.259592 0.011626 -0.959309 0.11047 -0.470797 0.694839 3.93095 290 00000000.png

291 -0.261919 0.0120186 -0.95851 0.111863 -0.461133 0.706564 3.92947 291 00000000.png

292 -0.264244 0.0124111 -0.957703 0.113256 -0.451482 0.718316 3.92815 292 00000000.png

293 -0.266566 0.0128035 -0.956888 0.114647 -0.441848 0.730096 3.92698 293 00000000.png

294 -0.268887 0.0131958 -0.956065 0.116037 -0.43223 0.741903 3.92596 294 00000000.png

295 -0.271205 0.013588 -0.955235 0.117427 -0.422631 0.75374 3.92509 295 00000000.png

296 -0.273521 0.0139801 -0.954397 0.118815 -0.413051 0.765606 3.92436 296 00000000.png

297 -0.275835 0.0143721 -0.953551 0.120203 -0.403493 0.777503 3.92379 297 00000000.png

298 -0.278147 0.014764 -0.952697 0.121589 -0.393959 0.789432 3.92337 298 00000000.png

299 -0.280456 0.0151557 -0.951836 0.122975 -0.384447 0.801393 3.92309 299 00000000.png

300 -0.282763 0.0155473 -0.950967 0.124359 -0.374961 0.813386 3.92296 300 00000000.png

301 -0.285068 0.0159388 -0.95009 0.125743 -0.365503 0.825414 3.92298 301 00000000.png

302 -0.28737 0.0163302 -0.949205 0.127126 -0.356073 0.837477 3.92315 302 00000000.png

303 -0.28967 0.0167214 -0.948313 0.128507 -0.346673 0.849576 3.92346 303 00000000.png

304 -0.291968 0.0171125 -0.947413 0.129887 -0.337304 0.86171 3.92392 304 00000000.png

305 -0.294264 0.0175034 -0.946505 0.131267 -0.327968 0.873882 3.92453 305 00000000.png

306 -0.296557 0.0178942 -0.945589 0.132645 -0.318665 0.886093 3.92528 306 00000000.png

307 -0.298847 0.0182849 -0.944666 0.134022 -0.309398 0.898342 3.92617 307 00000000.png

308 -0.301135 0.0186754 -0.943735 0.135398 -0.300168 0.910631 3.92721 308 00000000.png

309 -0.303421 0.0190658 -0.942797 0.136773 -0.290976 0.92296 3.9284 309 00000000.png

310 -0.305704 0.019456 -0.94185 0.138147 -0.281824 0.935331 3.92972 310 00000000.png

311 -0.307985 0.019846 -0.940896 0.13952 -0.272713 0.947744 3.93119 311 00000000.png

312 -0.310263 0.0202359 -0.939934 0.140892 -0.263643 0.960199 3.93281 312 00000000.png

313 -0.312539 0.0206256 -0.938965 0.142262 -0.254618 0.972699 3.93456 313 00000000.png

314 -0.314812 0.0210152 -0.937988 0.143632 -0.245638 0.985243 3.93645 314 00000000.png

315 -0.31935 0.0217938 -0.936011 0.146367 -0.227819 1.01047 3.94066 315 00000000.png

316 -0.321838 0.021919 -0.935167 0.146297 -0.230579 1.0096 3.93938 316 00000000.png

317 -0.324322 0.0220441 -0.934316 0.146226 -0.233331 1.00876 3.93818 317 00000000.png

318 -0.326805 0.0221691 -0.933459 0.146154 -0.236075 1.00793 3.93707 318 00000000.png

319 -0.329286 0.0222938 -0.932596 0.146081 -0.238814 1.00711 3.93604 319 00000000.png

320 -0.331764 0.0224185 -0.931726 0.146007 -0.241547 1.00632 3.93508 320 00000000.png

321 -0.33424 0.022543 -0.930849 0.145932 -0.244276 1.00554 3.93421 321 00000000.png

322 -0.336713 0.0226673 -0.929966 0.145856 -0.247002 1.00477 3.93343 322 00000000.png

323 -0.339184 0.0227915 -0.929077 0.145779 -0.249725 1.00403 3.93272 323 00000000.png

324 -0.341653 0.0229155 -0.928181 0.145701 -0.252448 1.0033 3.9321 324 00000000.png

325 -0.34412 0.0230393 -0.927278 0.145621 -0.255168 1.00258 3.93155 325 00000000.png

326 -0.346584 0.023163 -0.92637 0.145541 -0.257891 1.00188 3.93109 326 00000000.png

327 -0.349045 0.0232866 -0.925455 0.14546 -0.260614 1.0012 3.93072 327 00000000.png

328 -0.351505 0.0234099 -0.924533 0.145378 -0.26334 1.00054 3.93042 328 00000000.png

329 -0.353962 0.0235331 -0.923605 0.145295 -0.266069 0.999892 3.93021 329 00000000.png

330 -0.356416 0.0236562 -0.922671 0.145211 -0.268803 0.999262 3.93007 330 00000000.png

331 -0.358868 0.0237791 -0.92173 0.145126 -0.271542 0.998647 3.93002 331 00000000.png

332 -0.361317 0.0239018 -0.920783 0.14504 -0.274287 0.99805 3.93006 332 00000000.png

333 -0.363764 0.0240244 -0.91983 0.144953 -0.277039 0.997469 3.93017 333 00000000.png

334 -0.366209 0.0241467 -0.91887 0.144865 -0.279799 0.996905 3.93036 334 00000000.png

335 -0.368651 0.024269 -0.917904 0.144775 -0.282569 0.996357 3.93064 335 00000000.png

336 -0.37109 0.024391 -0.916932 0.144685 -0.285349 0.995826 3.93099 336 00000000.png

337 -0.373527 0.0245129 -0.915953 0.144594 -0.28814 0.995311 3.93143 337 00000000.png

338 -0.375961 0.0246346 -0.914967 0.144502 -0.290942 0.994814 3.93195 338 00000000.png

339 -0.378393 0.0247562 -0.913976 0.144409 -0.293757 0.994333 3.93255 339 00000000.png

340 -0.380822 0.0248775 -0.912978 0.144315 -0.296587 0.993868 3.93323 340 00000000.png

341 -0.383248 0.0249987 -0.911974 0.14422 -0.299431 0.99342 3.934 341 00000000.png

342 -0.385672 0.0251198 -0.910964 0.144124 -0.302291 0.992989 3.93484 342 00000000.png

343 -0.388093 0.0252406 -0.909947 0.144027 -0.305167 0.992574 3.93576 343 00000000.png


